BENE_STATE_ABRVTN,BENE_STATE_DESC,BENE_COUNTY_DESC,BENE_FIPS_CD,TOT_BENES
MO,Missouri,Audrain,29007,5713
MO,Missouri,Barry,29009,8813
MO,Missouri,Barton,29011,2850
MO,Missouri,Bates,29013,3787
MO,Missouri,Benton,29015,7211
MO,Missouri,Bollinger,29017,2774
MO,Missouri,Boone,29019,29564
MO,Missouri,Buchanan,29021,18053
MO,Missouri,Butler,29023,11163
MO,Missouri,Caldwell,29025,2115
MO,Missouri,Callaway,29027,9537
MO,Missouri,Camden,29029,13736
MO,Missouri,"Cape Girardeau",29031,16821
MO,Missouri,Carroll,29033,2368
MO,Missouri,Carter,29035,1474
MO,Missouri,Cass,29037,22319
MO,Missouri,Cedar,29039,4076
MO,Missouri,Chariton,29041,2039
MO,Missouri,Christian,29043,18144
MO,Missouri,Clark,29045,1545
MO,Missouri,Clay,29047,44319
MO,Missouri,Clinton,29049,4791
MO,Missouri,Cole,29051,15984
MO,Missouri,Cooper,29053,3866
MO,Missouri,Crawford,29055,6001
MO,Missouri,Dade,29057,2225
MO,Missouri,Dallas,29059,4540
MO,Missouri,Daviess,29061,1921
MO,Missouri,DeKalb,29063,2235
MO,Missouri,Dent,29065,4121
MO,Missouri,Douglas,29067,2547
MO,Missouri,Dunklin,29069,6974
MO,Missouri,Franklin,29071,24402
MO,Missouri,Gasconade,29073,4028
MO,Missouri,Gentry,29075,1520
MO,Missouri,Greene,29077,61193
MO,Missouri,Grundy,29079,2466
MO,Missouri,Harrison,29081,2212
MO,Missouri,Henry,29083,6237
MO,Missouri,Hickory,29085,2791
MO,Missouri,Holt,29087,1210
MO,Missouri,Howard,29089,2254
MO,Missouri,Howell,29091,10872
MO,Missouri,Iron,29093,2879
MO,Missouri,Jackson,29095,128456
MO,Missouri,Jasper,29097,24210
MO,Missouri,Jefferson,29099,46816
MO,Missouri,Johnson,29101,8729
MO,Missouri,Knox,29103,925
MO,Missouri,Laclede,29105,8500
MO,Missouri,Lafayette,29107,7539
MO,Missouri,Lawrence,29109,8477
MO,Missouri,Lewis,29111,2302
MO,Missouri,Lincoln,29113,11335
MO,Missouri,Linn,29115,3109
MO,Missouri,Livingston,29117,3522
MO,Missouri,Macon,29121,3954
MO,Missouri,Madison,29123,3223
MO,Missouri,Maries,29125,1988
MO,Missouri,Marion,29127,6741
MO,Missouri,McDonald,29119,4556
MO,Missouri,Mercer,29129,802
MO,Missouri,Miller,29131,5772
MO,Missouri,Mississippi,29133,2880
MO,Missouri,Moniteau,29135,3060
MO,Missouri,Monroe,29137,2181
MO,Missouri,Montgomery,29139,2972
MO,Missouri,Morgan,29141,5806
MO,Missouri,"New Madrid",29143,4100
MO,Missouri,Newton,29145,13309
MO,Missouri,Nodaway,29147,4201
MO,Missouri,Oregon,29149,2564
MO,Missouri,Osage,29151,2833
MO,Missouri,Ozark,29153,3003
MO,Missouri,Pemiscot,29155,3585
MO,Missouri,Perry,29157,4518
MO,Missouri,Pettis,29159,8911
MO,Missouri,Phelps,29161,9157
MO,Missouri,Pike,29163,4001
MO,Missouri,Platte,29165,18501
MO,Missouri,Polk,29167,7419
MO,Missouri,Pulaski,29169,6793
MO,Missouri,Putnam,29171,1282
MO,Missouri,Ralls,29173,2734
MO,Missouri,Randolph,29175,5407
MO,Missouri,Ray,29177,5154
MO,Missouri,Reynolds,29179,1566
MO,Missouri,Ripley,29181,3396
MO,Missouri,Saline,29195,4911
MO,Missouri,Schuyler,29197,1012
MO,Missouri,Scotland,29199,930
MO,Missouri,Scott,29201,9082
MO,Missouri,Shannon,29203,1997
MO,Missouri,Shelby,29205,1594
MO,Missouri,"St. Charles",29183,76960
MO,Missouri,"St. Clair",29185,2770
MO,Missouri,"St. Francois",29187,15421
MO,Missouri,"St. Louis",29189,212563
MO,Missouri,"St. Louis City",29510,48796
MO,Missouri,"Ste. Genevieve",29186,4487
MO,Missouri,Stoddard,29207,7578
MO,Missouri,Stone,29209,10926
MO,Missouri,Sullivan,29211,1400
MO,Missouri,Taney,29213,15419
MO,Missouri,Texas,29215,6510
MO,Missouri,Vernon,29217,4708
MO,Missouri,Warren,29219,8095
MO,Missouri,Washington,29221,5618
MO,Missouri,Wayne,29223,3115
MO,Missouri,Webster,29225,7977
MO,Missouri,Worth,29227,551
MO,Missouri,Wright,29229,5014
MO,Missouri,Unknown,29999,*
MT,Montana,Total,30,249974
MT,Montana,Beaverhead,30001,2543
MT,Montana,"Big Horn",30003,1877
MT,Montana,Blaine,30005,1174
MT,Montana,Broadwater,30007,1821
MT,Montana,Carbon,30009,3177
MT,Montana,Carter,30011,350
MT,Montana,Cascade,30013,18736
MT,Montana,Chouteau,30015,1412
MT,Montana,Custer,30017,2747
MT,Montana,Daniels,30019,472
MT,Montana,Dawson,30021,2065
MT,Montana,"Deer Lodge",30023,2928
MT,Montana,Fallon,30025,588
MT,Montana,Fergus,30027,3241
MT,Montana,Flathead,30029,26261
MT,Montana,Gallatin,30031,17938
MT,Montana,Garfield,30033,302
MT,Montana,Glacier,30035,2088
MT,Montana,"Golden Valley",30037,283
MT,Montana,Granite,30039,989
MT,Montana,Hill,30041,3087
MT,Montana,Jefferson,30043,3424
MT,Montana,"Judith Basin",30045,622
MT,Montana,Lake,30047,8577
MT,Montana,"Lewis and Clark",30049,16793
MT,Montana,Liberty,30051,491
MT,Montana,Lincoln,30053,7969
MT,Montana,Madison,30057,2702
MT,Montana,McCone,30055,475
MT,Montana,Meagher,30059,597
MT,Montana,Mineral,30061,1597
MT,Montana,Missoula,30063,24319
MT,Montana,Musselshell,30065,1582
MT,Montana,Park,30067,4448
MT,Montana,Petroleum,30069,122
MT,Montana,Phillips,30071,1015
MT,Montana,Pondera,30073,1433
MT,Montana,"Powder River",30075,428
MT,Montana,Powell,30077,1676
MT,Montana,Prairie,30079,411
MT,Montana,Ravalli,30081,14361
MT,Montana,Richland,30083,2066
MT,Montana,Roosevelt,30085,1701
MT,Montana,Rosebud,30087,1762
MT,Montana,Sanders,30089,4622
MT,Montana,Sheridan,30091,989
MT,Montana,"Silver Bow",30093,8317
MT,Montana,Stillwater,30095,2610
MT,Montana,"Sweet Grass",30097,1041
MT,Montana,Teton,30099,1613
MT,Montana,Toole,30101,996
MT,Montana,Treasure,30103,223
MT,Montana,Valley,30105,1840
MT,Montana,Wheatland,30107,590
MT,Montana,Wibaux,30109,245
MT,Montana,Yellowstone,30111,34237
MT,Montana,Unknown,30999,*
NE,Nebraska,Total,31,367981
NE,Nebraska,Adams,31001,6935
NE,Nebraska,Antelope,31003,1603
NE,Nebraska,Arthur,31005,99
NE,Nebraska,Banner,31007,111
NE,Nebraska,Blaine,31009,122
NE,Nebraska,Boone,31011,1388
NE,Nebraska,"Box Butte",31013,2513
NE,Nebraska,Boyd,31015,620
NE,Nebraska,Brown,31017,823
NE,Nebraska,Buffalo,31019,8964
NE,Nebraska,Burt,31021,1897
NE,Nebraska,Butler,31023,1899
NE,Nebraska,Cass,31025,5662
NE,Nebraska,Cedar,31027,2049
NE,Nebraska,Chase,31029,919
NE,Nebraska,Cherry,31031,1369
NE,Nebraska,Cheyenne,31033,2344
NE,Nebraska,Clay,31035,1513
NE,Nebraska,Colfax,31037,1642
NE,Nebraska,Cuming,31039,2089
NE,Nebraska,Custer,31041,2683
NE,Nebraska,Dakota,31043,3323
NE,Nebraska,Dawes,31045,1750
NE,Nebraska,Dawson,31047,4348
NE,Nebraska,Deuel,31049,546
NE,Nebraska,Dixon,31051,1343
NE,Nebraska,Dodge,31053,8165
NE,Nebraska,Douglas,31055,93585
NE,Nebraska,Dundy,31057,492
NE,Nebraska,Fillmore,31059,1495
NE,Nebraska,Franklin,31061,806
NE,Nebraska,Frontier,31063,585
NE,Nebraska,Furnas,31065,1384
NE,Nebraska,Gage,31067,5597
NE,Nebraska,Garden,31069,592
NE,Nebraska,Garfield,31071,487
NE,Nebraska,Gosper,31073,529
NE,Nebraska,Grant,31075,157
NE,Nebraska,Greeley,31077,606
NE,Nebraska,Hall,31079,10984
NE,Nebraska,Hamilton,31081,2145
NE,Nebraska,Harlan,31083,918
NE,Nebraska,Hayes,31085,209
NE,Nebraska,Hitchcock,31087,761
NE,Nebraska,Holt,31089,2610
NE,Nebraska,Hooker,31091,240
NE,Nebraska,Howard,31093,1554
NE,Nebraska,Jefferson,31095,2000
NE,Nebraska,Johnson,31097,1025
NE,Nebraska,Kearney,31099,1487
NE,Nebraska,Keith,31101,2241
NE,Nebraska,"Keya Paha",31103,210
NE,Nebraska,Kimball,31105,1032
NE,Nebraska,Knox,31107,2318
NE,Nebraska,Lancaster,31109,54977
NE,Nebraska,Lincoln,31111,8067
NE,Nebraska,Logan,31113,169
NE,Nebraska,Loup,31115,188
NE,Nebraska,Madison,31119,7117
NE,Nebraska,McPherson,31117,99
NE,Nebraska,Merrick,31121,1857
NE,Nebraska,Morrill,31123,1175
NE,Nebraska,Nance,31125,861
NE,Nebraska,Nemaha,31127,1567
NE,Nebraska,Nuckolls,31129,1312
NE,Nebraska,Otoe,31131,3651
NE,Nebraska,Pawnee,31133,763
NE,Nebraska,Perkins,31135,695
NE,Nebraska,Phelps,31137,2145
NE,Nebraska,Pierce,31139,1540
NE,Nebraska,Platte,31141,6703
NE,Nebraska,Polk,31143,1334
NE,Nebraska,"Red Willow",31145,2529
NE,Nebraska,Richardson,31147,2186
NE,Nebraska,Rock,31149,391
NE,Nebraska,Saline,31151,2629
NE,Nebraska,Sarpy,31153,28666
NE,Nebraska,Saunders,31155,4663
NE,Nebraska,"Scotts Bluff",31157,8432
NE,Nebraska,Seward,31159,3550
NE,Nebraska,Sheridan,31161,1388
NE,Nebraska,Sherman,31163,839
NE,Nebraska,Sioux,31165,298
NE,Nebraska,Stanton,31167,1139
NE,Nebraska,Thayer,31169,1412
NE,Nebraska,Thomas,31171,219
NE,Nebraska,Thurston,31173,1054
NE,Nebraska,Valley,31175,1115
NE,Nebraska,Washington,31177,4552
NE,Nebraska,Wayne,31179,1560
NE,Nebraska,Webster,31181,898
NE,Nebraska,Wheeler,31183,205
NE,Nebraska,York,31185,3269
NE,Nebraska,Unknown,31999,*
NV,Nevada,Total,32,573360
NV,Nevada,"Carson City",32510,14575
NV,Nevada,Churchill,32001,5908
NV,Nevada,Clark,32003,388073
NV,Nevada,Douglas,32005,17160
NV,Nevada,Elko,32007,7411
NV,Nevada,Esmeralda,32009,258
NV,Nevada,Eureka,32011,365
NV,Nevada,Humboldt,32013,3110
NV,Nevada,Lander,32015,943
NV,Nevada,Lincoln,32017,1101
NV,Nevada,Lyon,32019,15166
NV,Nevada,Mineral,32021,1368
NV,Nevada,Nye,32023,17782
NV,Nevada,Pershing,32027,1099
NV,Nevada,Storey,32029,1292
NV,Nevada,Washoe,32031,95827
NV,Nevada,"White Pine",32033,1922
NV,Nevada,Unknown,32999,*
NH,"New Hampshire",Total,33,325766
NH,"New Hampshire",Belknap,33001,19300
NH,"New Hampshire",Carroll,33003,17285
NH,"New Hampshire",Cheshire,33005,20082
NH,"New Hampshire",Coos,33007,10452
NH,"New Hampshire",Grafton,33009,23391
NH,"New Hampshire",Hillsborough,33011,85272
NH,"New Hampshire",Merrimack,33013,37194
NH,"New Hampshire",Rockingham,33015,73287
NH,"New Hampshire",Strafford,33017,27605
NH,"New Hampshire",Sullivan,33019,11896
NH,"New Hampshire",Unknown,33999,*
NJ,"New Jersey",Total,34,1687679
NJ,"New Jersey",Atlantic,34001,61008
NJ,"New Jersey",Bergen,34003,178077
NJ,"New Jersey",Burlington,34005,94163
NJ,"New Jersey",Camden,34007,99190
NJ,"New Jersey","Cape May",34009,29376
NJ,"New Jersey",Cumberland,34011,29003
NJ,"New Jersey",Essex,34013,120636
NJ,"New Jersey",Gloucester,34015,59548
NJ,"New Jersey",Hudson,34017,82880
NJ,"New Jersey",Hunterdon,34019,28265
NJ,"New Jersey",Mercer,34021,67181
NJ,"New Jersey",Middlesex,34023,143910
NJ,"New Jersey",Monmouth,34025,133168
NJ,"New Jersey",Morris,34027,97225
NJ,"New Jersey",Ocean,34029,159467
NJ,"New Jersey",Passaic,34031,85212
NJ,"New Jersey",Salem,34033,14407
NJ,"New Jersey",Somerset,34035,60606
NJ,"New Jersey",Sussex,34037,31166
NJ,"New Jersey",Union,34039,89155
NJ,"New Jersey",Warren,34041,24037
NJ,"New Jersey",Unknown,34999,*
NM,"New Mexico",Total,35,446989
NM,"New Mexico",Bernalillo,35001,135305
NM,"New Mexico",Catron,35003,1529
NM,"New Mexico",Chaves,35005,12017
NM,"New Mexico",Cibola,35006,4726
NM,"New Mexico",Colfax,35007,3801
NM,"New Mexico",Curry,35009,7661
NM,"New Mexico","De Baca",35011,514
NM,"New Mexico","Dona Ana",35013,44659
NM,"New Mexico",Eddy,35015,9797
NM,"New Mexico",Grant,35017,8996
NM,"New Mexico",Guadalupe,35019,1031
NM,"New Mexico",Harding,35021,228
NM,"New Mexico",Hidalgo,35023,1078
NM,"New Mexico",Lea,35025,9215
NM,"New Mexico",Lincoln,35027,6409
NM,"New Mexico","Los Alamos",35028,3613
NM,"New Mexico",Luna,35029,6721
NM,"New Mexico",McKinley,35031,11545
NM,"New Mexico",Mora,35033,1483
NM,"New Mexico",Otero,35035,13894
NM,"New Mexico",Quay,35037,2513
NM,"New Mexico","Rio Arriba",35039,9262
NM,"New Mexico",Roosevelt,35041,3097
NM,"New Mexico","San Juan",35045,22657
NM,"New Mexico","San Miguel",35047,7209
NM,"New Mexico",Sandoval,35043,33928
NM,"New Mexico","Santa Fe",35049,43734
NM,"New Mexico",Sierra,35051,4571
NM,"New Mexico",Socorro,35053,3929
NM,"New Mexico",Taos,35055,10224
NM,"New Mexico",Torrance,35057,3753
NM,"New Mexico",Union,35059,960
NM,"New Mexico",Valencia,35061,16931
NM,"New Mexico",Unknown,35999,*
NY,"New York",Total,36,3762666
NY,"New York",Albany,36001,63914
NY,"New York",Allegany,36003,10859
NY,"New York",Bronx,36005,213769
NY,"New York",Broome,36007,44556
NY,"New York",Cattaraugus,36009,18771
NY,"New York",Cayuga,36011,17569
NY,"New York",Chautauqua,36013,31581
NY,"New York",Chemung,36015,20161
NY,"New York",Chenango,36017,12360
NY,"New York",Clinton,36019,19138
NY,"New York",Columbia,36021,16783
NY,"New York",Cortland,36023,9656
NY,"New York",Delaware,36025,12493
NY,"New York",Dutchess,36027,63221
NY,"New York",Erie,36029,205448
NY,"New York",Essex,36031,10266
NY,"New York",Franklin,36033,11703
NY,"New York",Fulton,36035,13871
NY,"New York",Genesee,36037,13729
NY,"New York",Greene,36039,12295
NY,"New York",Hamilton,36041,1746
NY,"New York",Herkimer,36043,15282
NY,"New York",Jefferson,36045,21109
NY,"New York",Kings,36047,384387
NY,"New York",Lewis,36049,6344
NY,"New York",Livingston,36051,14276
NY,"New York",Madison,36053,15675
NY,"New York",Monroe,36055,164312
NY,"New York",Montgomery,36057,11557
NY,"New York",Nassau,36059,278049
NY,"New York","New York",36061,288949
NY,"New York",Niagara,36063,51856
NY,"New York",Oneida,36065,53481
NY,"New York",Onondaga,36067,98523
NY,"New York",Ontario,36069,27922
NY,"New York",Orange,36071,66960
NY,"New York",Orleans,36073,9426
NY,"New York",Oswego,36075,26212
NY,"New York",Otsego,36077,14708
NY,"New York",Putnam,36079,20409
NY,"New York",Queens,36081,382106
NY,"New York",Rensselaer,36083,33334
NY,"New York",Richmond,36085,92433
NY,"New York",Rockland,36087,57269
NY,"New York",Saratoga,36091,53031
NY,"New York",Schenectady,36093,32596
NY,"New York",Schoharie,36095,7900
NY,"New York",Schuyler,36097,4925
NY,"New York",Seneca,36099,8025
NY,"New York","St. Lawrence",36089,24205
NY,"New York",Steuben,36101,22941
NY,"New York",Suffolk,36103,305618
NY,"New York",Sullivan,36105,17328
NY,"New York",Tioga,36107,11816
NY,"New York",Tompkins,36109,17756
NY,"New York",Ulster,36111,42601
NY,"New York",Warren,36113,18553
NY,"New York",Washington,36115,15230
NY,"New York",Wayne,36117,22868
NY,"New York",Westchester,36119,183578
NY,"New York",Wyoming,36121,9186
NY,"New York",Yates,36123,6038
NY,"New York",Unknown,36999,*
NC,"North Carolina",Total,37,2125000
NC,"North Carolina",Alamance,37001,35211
NC,"North Carolina",Alexander,37003,8614
NC,"North Carolina",Alleghany,37005,3536
NC,"North Carolina",Anson,37007,5564
NC,"North Carolina",Ashe,37009,8300
NC,"North Carolina",Avery,37011,4883
NC,"North Carolina",Beaufort,37013,13751
NC,"North Carolina",Bertie,37015,5384
NC,"North Carolina",Bladen,37017,8133
NC,"North Carolina",Brunswick,37019,56552
NC,"North Carolina",Buncombe,37021,64438
NC,"North Carolina",Burke,37023,22212
NC,"North Carolina",Cabarrus,37025,36013
NC,"North Carolina",Caldwell,37027,20330
NC,"North Carolina",Camden,37029,2127
NC,"North Carolina",Carteret,37031,20596
NC,"North Carolina",Caswell,37033,6086
NC,"North Carolina",Catawba,37035,35764
NC,"North Carolina",Chatham,37037,21356
NC,"North Carolina",Cherokee,37039,10301
NC,"North Carolina",Chowan,37041,4211
NC,"North Carolina",Clay,37043,4329
NC,"North Carolina",Cleveland,37045,23894
NC,"North Carolina",Columbus,37047,13329
NC,"North Carolina",Craven,37049,25635
NC,"North Carolina",Cumberland,37051,56550
NC,"North Carolina",Currituck,37053,6102
NC,"North Carolina",Dare,37055,10101
NC,"North Carolina",Davidson,37057,38872
NC,"North Carolina",Davie,37059,11085
NC,"North Carolina",Duplin,37061,11056
NC,"North Carolina",Durham,37063,51450
NC,"North Carolina",Edgecombe,37065,12803
NC,"North Carolina",Forsyth,37067,76951
NC,"North Carolina",Franklin,37069,14686
NC,"North Carolina",Gaston,37071,46402
NC,"North Carolina",Gates,37073,2626
NC,"North Carolina",Graham,37075,2304
NC,"North Carolina",Granville,37077,12500
NC,"North Carolina",Greene,37079,4085
NC,"North Carolina",Guilford,37081,100676
NC,"North Carolina",Halifax,37083,13401
NC,"North Carolina",Harnett,37085,22327
NC,"North Carolina",Haywood,37087,18752
NC,"North Carolina",Henderson,37089,35039
NC,"North Carolina",Hertford,37091,5488
NC,"North Carolina",Hoke,37093,7993
NC,"North Carolina",Hyde,37095,1286
NC,"North Carolina",Iredell,37097,37072
NC,"North Carolina",Jackson,37099,9148
NC,"North Carolina",Johnston,37101,37411
NC,"North Carolina",Jones,37103,2781
NC,"North Carolina",Lee,37105,13027
NC,"North Carolina",Lenoir,37107,14415
NC,"North Carolina",Lincoln,37109,20624
NC,"North Carolina",Macon,37113,12301
NC,"North Carolina",Madison,37115,6083
NC,"North Carolina",Martin,37117,6499
NC,"North Carolina",McDowell,37111,12198
NC,"North Carolina",Mecklenburg,37119,150076
NC,"North Carolina",Mitchell,37121,4544
NC,"North Carolina",Montgomery,37123,6477
NC,"North Carolina",Moore,37125,27731
NC,"North Carolina",Nash,37127,22620
NC,"North Carolina","New Hanover",37129,50328
NC,"North Carolina",Northampton,37131,5610
NC,"North Carolina",Onslow,37133,28688
NC,"North Carolina",Orange,37135,25572
NC,"North Carolina",Pamlico,37137,4336
NC,"North Carolina",Pasquotank,37139,8991
NC,"North Carolina",Pender,37141,14218
NC,"North Carolina",Perquimans,37143,4140
NC,"North Carolina",Person,37145,10041
NC,"North Carolina",Pitt,37147,32247
NC,"North Carolina",Polk,37149,6812
NC,"North Carolina",Randolph,37151,32201
NC,"North Carolina",Richmond,37153,10426
NC,"North Carolina",Robeson,37155,25109
NC,"North Carolina",Rockingham,37157,24117
NC,"North Carolina",Rowan,37159,32493
NC,"North Carolina",Rutherford,37161,17018
NC,"North Carolina",Sampson,37163,13341
NC,"North Carolina",Scotland,37165,8162
NC,"North Carolina",Stanly,37167,14609
NC,"North Carolina",Stokes,37169,11957
NC,"North Carolina",Surry,37171,18575
NC,"North Carolina",Swain,37173,3881
NC,"North Carolina",Transylvania,37175,10686
NC,"North Carolina",Tyrrell,37177,899
NC,"North Carolina",Union,37179,37021
NC,"North Carolina",Vance,37181,10492
NC,"North Carolina",Wake,37183,161925
NC,"North Carolina",Warren,37185,5540
NC,"North Carolina",Washington,37187,3489
NC,"North Carolina",Watauga,37189,9903
NC,"North Carolina",Wayne,37191,25042
NC,"North Carolina",Wilkes,37193,17983
NC,"North Carolina",Wilson,37195,18160
NC,"North Carolina",Yadkin,37197,9215
NC,"North Carolina",Yancey,37199,5689
NC,"North Carolina",Unknown,37999,*
ND,"North Dakota",Total,38,140623
ND,"North Dakota",Adams,38001,697
ND,"North Dakota",Barnes,38003,2751
ND,"North Dakota",Benson,38005,1104
ND,"North Dakota",Billings,38007,193
ND,"North Dakota",Bottineau,38009,1710
ND,"North Dakota",Bowman,38011,803
ND,"North Dakota",Burke,38013,501
ND,"North Dakota",Burleigh,38015,18835
ND,"North Dakota",Cass,38017,27808
ND,"North Dakota",Cavalier,38019,1047
ND,"North Dakota",Dickey,38021,1166
ND,"North Dakota",Divide,38023,529
ND,"North Dakota",Dunn,38025,792
ND,"North Dakota",Eddy,38027,652
ND,"North Dakota",Emmons,38029,958
ND,"North Dakota",Foster,38031,771
ND,"North Dakota","Golden Valley",38033,429
ND,"North Dakota","Grand Forks",38035,11434
ND,"North Dakota",Grant,38037,678
ND,"North Dakota",Griggs,38039,705
ND,"North Dakota",Hettinger,38041,598
ND,"North Dakota",Kidder,38043,642
ND,"North Dakota",LaMoure,38045,1109
ND,"North Dakota",Logan,38047,528
ND,"North Dakota",McHenry,38049,1344
ND,"North Dakota",McIntosh,38051,843
ND,"North Dakota",McKenzie,38053,1260
ND,"North Dakota",McLean,38055,2590
ND,"North Dakota",Mercer,38057,1992
ND,"North Dakota",Morton,38059,6488
ND,"North Dakota",Mountrail,38061,1493
ND,"North Dakota",Nelson,38063,983
ND,"North Dakota",Oliver,38065,435
ND,"North Dakota",Pembina,38067,1837
ND,"North Dakota",Pierce,38069,1081
ND,"North Dakota",Ramsey,38071,2698
ND,"North Dakota",Ransom,38073,1343
ND,"North Dakota",Renville,38075,563
ND,"North Dakota",Richland,38077,3560
ND,"North Dakota",Rolette,38079,2280
ND,"North Dakota",Sargent,38081,943
ND,"North Dakota",Sheridan,38083,431
ND,"North Dakota",Sioux,38085,416
ND,"North Dakota",Slope,38087,184
ND,"North Dakota",Stark,38089,5104
ND,"North Dakota",Steele,38091,482
ND,"North Dakota",Stutsman,38093,4857
ND,"North Dakota",Towner,38095,593
ND,"North Dakota",Traill,38097,1761
ND,"North Dakota",Walsh,38099,2642
ND,"North Dakota",Ward,38101,10626
ND,"North Dakota",Wells,38103,1202
ND,"North Dakota",Williams,38105,4158
ND,"North Dakota",Unknown,38999,*
OH,Ohio,Total,39,2442249
OH,Ohio,Adams,39001,6511
OH,Ohio,Allen,39003,22294
OH,Ohio,Ashland,39005,12015
OH,Ohio,Ashtabula,39007,24086
OH,Ohio,Athens,39009,10850
OH,Ohio,Auglaize,39011,10322
OH,Ohio,Belmont,39013,16272
OH,Ohio,Brown,39015,10208
OH,Ohio,Butler,39017,70405
OH,Ohio,Carroll,39019,6948
OH,Ohio,Champaign,39021,8735
OH,Ohio,Clark,39023,31230
OH,Ohio,Clermont,39025,43751
OH,Ohio,Clinton,39027,9013
OH,Ohio,Columbiana,39029,25258
OH,Ohio,Coshocton,39031,8379
OH,Ohio,Crawford,39033,10748
OH,Ohio,Cuyahoga,39035,263398
OH,Ohio,Darke,39037,12073
OH,Ohio,Defiance,39039,9187
OH,Ohio,Delaware,39041,36535
OH,Ohio,Erie,39043,20099
OH,Ohio,Fairfield,39045,31007
OH,Ohio,Fayette,39047,6600
OH,Ohio,Franklin,39049,191578
OH,Ohio,Fulton,39051,9621
OH,Ohio,Gallia,39053,7032
OH,Ohio,Geauga,39055,22252
OH,Ohio,Greene,39057,34108
OH,Ohio,Guernsey,39059,9401
OH,Ohio,Hamilton,39061,153321
OH,Ohio,Hancock,39063,15861
OH,Ohio,Hardin,39065,6229
OH,Ohio,Harrison,39067,3799
OH,Ohio,Henry,39069,6438
OH,Ohio,Highland,39071,9895
OH,Ohio,Hocking,39073,6477
OH,Ohio,Holmes,39075,5199
OH,Ohio,Huron,39077,13025
OH,Ohio,Jackson,39079,7518
OH,Ohio,Jefferson,39081,16700
OH,Ohio,Knox,39083,13772
OH,Ohio,Lake,39085,56034
OH,Ohio,Lawrence,39087,14208
OH,Ohio,Licking,39089,37067
OH,Ohio,Logan,39091,10440
OH,Ohio,Lorain,39093,71412
OH,Ohio,Lucas,39095,88462
OH,Ohio,Madison,39097,8245
OH,Ohio,Mahoning,39099,58536
OH,Ohio,Marion,39101,14518
OH,Ohio,Medina,39103,40092
OH,Ohio,Meigs,39105,5576
OH,Ohio,Mercer,39107,9022
OH,Ohio,Miami,39109,24282
OH,Ohio,Monroe,39111,3595
OH,Ohio,Montgomery,39113,113355
OH,Ohio,Morgan,39115,3474
OH,Ohio,Morrow,39117,7560
OH,Ohio,Muskingum,39119,20728
OH,Ohio,Noble,39121,2747
OH,Ohio,Ottawa,39123,12180
OH,Ohio,Paulding,39125,4341
OH,Ohio,Perry,39127,7976
OH,Ohio,Pickaway,39129,11472
OH,Ohio,Pike,39131,6208
OH,Ohio,Portage,39133,34045
OH,Ohio,Preble,39135,9764
OH,Ohio,Putnam,39137,7283
OH,Ohio,Richland,39139,29196
OH,Ohio,Ross,39141,16514
OH,Ohio,Sandusky,39143,14146
OH,Ohio,Scioto,39145,16864
OH,Ohio,Seneca,39147,12593
OH,Ohio,Shelby,39149,9871
OH,Ohio,Stark,39151,88175
OH,Ohio,Summit,39153,118587
OH,Ohio,Trumbull,39155,52258
OH,Ohio,Tuscarawas,39157,21280
OH,Ohio,Union,39159,9926
OH,Ohio,"Van Wert",39161,6611
OH,Ohio,Vinton,39163,2915
OH,Ohio,Warren,39165,43117
OH,Ohio,Washington,39167,15615
OH,Ohio,Wayne,39169,24452
OH,Ohio,Williams,39171,8834
OH,Ohio,Wood,39173,25414
OH,Ohio,Wyandot,39175,5108
OH,Ohio,Unknown,39999,*
OK,Oklahoma,Total,40,776163
OK,Oklahoma,Adair,40001,4114
OK,Oklahoma,Alfalfa,40003,1128
OK,Oklahoma,Atoka,40005,3157
OK,Oklahoma,Beaver,40007,988
OK,Oklahoma,Beckham,40009,4089
OK,Oklahoma,Blaine,40011,2027
OK,Oklahoma,Bryan,40013,9815
OK,Oklahoma,Caddo,40015,5989
OK,Oklahoma,Canadian,40017,25633
OK,Oklahoma,Carter,40019,11003
OK,Oklahoma,Cherokee,40021,10023
OK,Oklahoma,Choctaw,40023,3788
OK,Oklahoma,Cimarron,40025,561
OK,Oklahoma,Cleveland,40027,49527
OK,Oklahoma,Coal,40029,1150
OK,Oklahoma,Comanche,40031,20279
OK,Oklahoma,Cotton,40033,1288
OK,Oklahoma,Craig,40035,3602
OK,Oklahoma,Creek,40037,16420
OK,Oklahoma,Custer,40039,4800
OK,Oklahoma,Delaware,40041,11874
OK,Oklahoma,Dewey,40043,1132
OK,Oklahoma,Ellis,40045,948
OK,Oklahoma,Garfield,40047,12241
OK,Oklahoma,Garvin,40049,6203
OK,Oklahoma,Grady,40051,11193
OK,Oklahoma,Grant,40053,1025
OK,Oklahoma,Greer,40055,1220
OK,Oklahoma,Harmon,40057,610
OK,Oklahoma,Harper,40059,826
OK,Oklahoma,Haskell,40061,2893
OK,Oklahoma,Hughes,40063,2957
OK,Oklahoma,Jackson,40065,4447
OK,Oklahoma,Jefferson,40067,1506
OK,Oklahoma,Johnston,40069,2536
OK,Oklahoma,Kay,40071,10229
OK,Oklahoma,Kingfisher,40073,2840
OK,Oklahoma,Kiowa,40075,2243
OK,Oklahoma,Latimer,40077,2627
OK,Oklahoma,"Le Flore",40079,11425
OK,Oklahoma,Lincoln,40081,7824
OK,Oklahoma,Logan,40083,9636
