,FIPS,County_Name,State,UIC_2013,UIC_Group,MEDICARE_ENROLL,POPESTIMATE,MED_HOUSE_INCOME,PHARMA_COUNT,HOSP_BED_100,POP_1MILE_TO_PARK,MEDICARE_RATE,PARK_1MILE_RATE
875,19173,Taylor County,IA,10,Nonmetro,1532,5896,70519,2,No Counts,629,0.2598371777476255,0.10668249660786974
876,19175,Union County,IA,6,Nonmetro,2943,12138,48862,2,20.67,7803,0.24246169055857636,0.6428571428571429
877,19177,Van Buren County,IA,10,Nonmetro,1829,7203,51908,1,34.7,1640,0.25392197695404695,0.22768290989865334
878,19179,Wapello County,IA,8,Nonmetro,7778,35437,49060,7,61.4,23365,0.21948810565228433,0.6593391088410419
879,19181,Warren County,IA,2,Metro,9662,52403,82206,6,No Counts,31283,0.1843787569413965,0.5969696391427972
880,19183,Washington County,IA,2,Metro,4965,22565,65061,5,11.11,7042,0.22003102149346332,0.31207622424108133
881,19185,Wayne County,IA,12,Nonmetro,1534,6497,52016,2,38.41,1191,0.2361089733723257,0.18331537632753578
882,19187,Webster County,IA,8,Nonmetro,8121,36999,58355,7,54.12,22124,0.2194924187140193,0.5979621070839752
883,19189,Winnebago County,IA,9,Nonmetro,2550,10679,52706,2,No Counts,6635,0.2387864032212754,0.6213128570090832
884,19191,Winneshiek County,IA,11,Nonmetro,4740,20070,61813,3,12.48,10420,0.23617339312406577,0.5191828599900349
885,19193,Woodbury County,IA,2,Metro,18789,105941,60553,12,78.43,81416,0.1773534325709593,0.7685032234923213
886,19195,Worth County,IA,8,Nonmetro,1739,7443,54474,Data Not Collected,No Counts,2436,0.23364234851538357,0.32728738411930675
887,19197,Wright County,IA,9,Nonmetro,3052,12943,57133,2,36.39,5505,0.2358031368307193,0.425326431275593
888,20001,Allen County,KS,11,Nonmetro,3113,12526,48616,1,19.94,2418,0.24852307201021875,0.1930384799616797
889,20003,Anderson County,KS,4,Nonmetro,1852,7836,53936,1,15.29,381,0.2363450740173558,0.04862174578866769
890,20005,Atchison County,KS,3,Nonmetro,3406,16348,56691,3,15.33,5757,0.20834352826033767,0.35215316858331297
891,20007,Barber County,KS,12,Nonmetro,1199,4228,52749,Data Not Collected,83.37,37,0.2835856196783349,0.008751182592242194
892,20009,Barton County,KS,8,Nonmetro,5669,25493,51149,3,31.87,13846,0.22237476954458085,0.5431294865257129
893,20011,Bourbon County,KS,4,Nonmetro,3252,14360,49821,2,No Counts,4103,0.2264623955431755,0.2857242339832869
894,20013,Brown County,KS,6,Nonmetro,2351,9508,49483,2,26.39,1337,0.2472654606647034,0.1406184265881363
895,20015,Butler County,KS,2,Metro,12458,67380,71827,11,18.69,28427,0.18489165924606707,0.42189076877411696
896,20017,Chase County,KS,10,Nonmetro,663,2572,57338,Data Not Collected,No Counts,171,0.25777604976671853,0.06648522550544324
897,20019,Chautauqua County,KS,7,Nonmetro,941,3379,43155,Data Not Collected,73.83,0,0.27848475880438,0.0
898,20021,Cherokee County,KS,6,Nonmetro,4623,19362,48336,3,31.65,4966,0.23876665633715524,0.2564817684123541
899,20023,Cheyenne County,KS,12,Nonmetro,752,2616,50623,Data Not Collected,61.07,26,0.2874617737003058,0.009938837920489297
900,20025,Clark County,KS,10,Nonmetro,471,1991,58365,1,217.94,18,0.23656454043194375,0.009040683073832245
901,20027,Clay County,KS,6,Nonmetro,2083,8117,53119,1,30.82,2377,0.25662190464457313,0.29284218307256377
902,20029,Cloud County,KS,9,Nonmetro,2277,9032,55001,3,27.81,2154,0.2521036315323295,0.23848538529672275
903,20031,Coffey County,KS,6,Nonmetro,2066,8360,59142,2,29.87,1642,0.2471291866028708,0.1964114832535885
904,20033,Comanche County,KS,12,Nonmetro,502,1689,49314,1,71.39,4,0.2972172883362937,0.002368265245707519
905,20035,Cowley County,KS,5,Nonmetro,7426,34549,51398,7,21.45,14533,0.21494109815045298,0.42064893339894066
906,20037,Crawford County,KS,5,Nonmetro,7444,38972,46714,5,25.69,17834,0.19100892948783743,0.4576105922200554
907,20039,Decatur County,KS,12,Nonmetro,809,2764,48189,Data Not Collected,65.48,24,0.2926917510853835,0.008683068017366137
908,20041,Dickinson County,KS,9,Nonmetro,4387,18402,56755,2,27.24,3123,0.23839800021736768,0.1697098141506358
909,20043,Doniphan County,KS,2,Metro,1681,7510,57012,Data Not Collected,No Counts,802,0.22383488681757657,0.10679094540612516
910,20045,Douglas County,KS,2,Metro,18157,118785,65149,15,12.46,96645,0.15285600033674285,0.8136128299027655
911,20047,Edwards County,KS,10,Nonmetro,717,2907,51756,Data Not Collected,41.41,6,0.24664602683178535,0.0020639834881320948
912,20049,Elk County,KS,7,Nonmetro,788,2483,45974,Data Not Collected,No Counts,12,0.31735803463552154,0.004832863471606927
913,20051,Ellis County,KS,8,Nonmetro,5323,28934,55505,4,67.06,16452,0.18397041542821593,0.5686044100366351
914,20053,Ellsworth County,KS,9,Nonmetro,1440,6376,53443,Data Not Collected,31.48,554,0.2258469259723965,0.0868883312421581
915,20055,Finney County,KS,8,Nonmetro,4760,38470,65023,6,26.11,16818,0.1237327787886665,0.4371718221991162
916,20057,Ford County,KS,8,Nonmetro,4203,34287,54442,4,28.94,15334,0.12258290314113221,0.44722489573307667
917,20059,Franklin County,KS,3,Nonmetro,5426,25996,60899,5,16.9,5621,0.20872441914140638,0.21622557316510232
918,20061,Geary County,KS,5,Nonmetro,4140,36739,50102,5,37.83,22289,0.11268679060399031,0.6066849941479082
919,20063,Gove County,KS,12,Nonmetro,660,2718,57676,1,77.95,6,0.24282560706401765,0.002207505518763797
920,20065,Graham County,KS,12,Nonmetro,717,2415,47104,1,83.16,0,0.2968944099378882,0.0
921,20067,Grant County,KS,9,Nonmetro,1163,7352,67764,1,35.49,2747,0.15818824809575627,0.3736398258977149
922,20069,Gray County,KS,10,Nonmetro,1059,5653,72095,3,No Counts,0,0.187334158853706,0.0
923,20071,Greeley County,KS,12,Nonmetro,284,1284,66089,Data Not Collected,140.96,0,0.22118380062305296,0.0
924,20073,Greenwood County,KS,6,Nonmetro,1804,6016,50399,Data Not Collected,41.86,900,0.29986702127659576,0.14960106382978725
925,20075,Hamilton County,KS,10,Nonmetro,410,2518,61342,Data Not Collected,100.24,26,0.16282764098490865,0.010325655281969817
926,20077,Harper County,KS,7,Nonmetro,1401,5485,48275,1,21.97,9,0.25542388331814037,0.0016408386508659982
927,20079,Harvey County,KS,2,Metro,7861,34024,63861,6,48.02,10600,0.2310427933223607,0.31154479191159185
928,20081,Haskell County,KS,10,Nonmetro,613,3780,66053,Data Not Collected,34.61,0,0.16216931216931216,0.0
929,20083,Hodgeman County,KS,10,Nonmetro,423,1723,60414,Data Not Collected,291.04,15,0.24550203134068485,0.008705745792222866
930,20085,Jackson County,KS,2,Metro,2887,13232,57871,1,9.07,1883,0.21818319226118502,0.14230652962515114
931,20087,Jefferson County,KS,2,Metro,4168,18368,63712,Data Not Collected,13.66,6401,0.2269163763066202,0.3484864982578397
932,20089,Jewell County,KS,12,Nonmetro,900,2932,46688,Data Not Collected,85.44,130,0.3069577080491132,0.04433833560709413
933,20091,Johnson County,KS,1,Metro,99914,609863,91799,75,31.82,571829,0.16383023728279958,0.9376351738013291
934,20093,Kearny County,KS,8,Nonmetro,649,3983,66713,1,62.96,0,0.16294250564900828,0.0
935,20095,Kingman County,KS,2,Metro,1899,7470,58678,1,33.58,1422,0.25421686746987954,0.19036144578313252
936,20097,Kiowa County,KS,10,Nonmetro,575,2460,56664,1,61.17,21,0.23373983739837398,0.00853658536585366
937,20099,Labette County,KS,8,Nonmetro,4860,20184,50222,5,49.21,4843,0.2407847800237812,0.23994252873563218
938,20101,Lane County,KS,12,Nonmetro,440,1574,60530,Data Not Collected,159.44,0,0.2795425667090216,0.0
939,20103,Leavenworth County,KS,1,Metro,14054,81881,76429,7,37.13,38284,0.17163933024755437,0.4675565760066438
940,20105,Lincoln County,KS,10,Nonmetro,821,2939,50231,Data Not Collected,47.51,47,0.279346716570262,0.015991833957128276
941,20107,Linn County,KS,1,Metro,2487,9591,55006,1,No Counts,1324,0.25930559899906164,0.13804608487123346
942,20109,Logan County,KS,12,Nonmetro,675,2762,56833,1,91.14,21,0.2443881245474294,0.007603186097031137
943,20111,Lyon County,KS,5,Nonmetro,6082,32179,56290,3,7.79,22111,0.1890052518723391,0.6871251437272755
944,20113,McPherson County,KS,8,Nonmetro,6665,30223,68904,4,31.5,7076,0.2205274128974622,0.2341263276312742
945,20115,Marion County,KS,6,Nonmetro,3032,11823,53709,2,21.27,787,0.2564492937494714,0.06656516958470778
946,20117,Marshall County,KS,6,Nonmetro,2514,10038,56429,1,24.97,1056,0.25044829647340106,0.10520023909145249
947,20119,Meade County,KS,10,Nonmetro,804,4055,52590,Data Not Collected,49.44,33,0.19827373612823673,0.00813810110974106
948,20121,Miami County,KS,1,Metro,6847,34191,78717,7,71.67,9732,0.2002573776724869,0.2846363078002983
949,20123,Mitchell County,KS,11,Nonmetro,1588,5796,53745,Data Not Collected,43.37,205,0.27398205659075225,0.03536922015182885
950,20125,Montgomery County,KS,8,Nonmetro,7648,31486,44071,4,14.99,12082,0.2429016070634568,0.38372610048910627
951,20127,Morris County,KS,6,Nonmetro,1437,5386,53793,Data Not Collected,46.64,630,0.2668028221314519,0.11696992202005199
952,20129,Morton County,KS,12,Nonmetro,580,2701,56878,1,103.9,1406,0.2147352832284339,0.5205479452054794
953,20131,Nemaha County,KS,6,Nonmetro,2259,10273,62744,Data Not Collected,47.95,268,0.21989681689866641,0.026087802978681983
954,20133,Neosho County,KS,9,Nonmetro,3629,15904,56085,3,15.71,2829,0.22818158953722334,0.1778797786720322
955,20135,Ness County,KS,12,Nonmetro,779,2687,55311,1,186.71,0,0.2899144026795683,0.0
956,20137,Norton County,KS,11,Nonmetro,1148,5459,47512,1,46,290,0.210294925810588,0.05312328265250046
957,20139,Osage County,KS,2,Metro,3987,15766,55287,2,No Counts,4602,0.2528859571229227,0.29189394900418625
958,20141,Osborne County,KS,12,Nonmetro,969,3500,47811,Data Not Collected,71.55,0,0.27685714285714286,0.0
959,20143,Ottawa County,KS,8,Nonmetro,1390,5735,60560,1,43.61,49,0.24237140366172624,0.008544027898866609
960,20145,Pawnee County,KS,9,Nonmetro,1485,6253,53821,Data Not Collected,"1,021.78",1087,0.23748600671677594,0.17383655845194307
961,20147,Phillips County,KS,11,Nonmetro,1473,4981,56047,1,50.47,717,0.2957237502509536,0.1439469985946597
962,20149,Pottawatomie County,KS,2,Metro,4248,25348,75476,2,19.69,2445,0.16758718636578823,0.09645731418652359
963,20151,Pratt County,KS,11,Nonmetro,2091,9157,62958,3,38.25,2977,0.22834989625423174,0.32510647592006114
964,20153,Rawlins County,KS,12,Nonmetro,723,2561,54417,Data Not Collected,93.93,0,0.2823115970324092,0.0
965,20155,Reno County,KS,5,Nonmetro,14326,61898,57611,6,32.36,40673,0.23144528094607258,0.6570971598436137
966,20157,Republic County,KS,12,Nonmetro,1384,4674,52537,1,53.42,69,0.2961061189559264,0.014762516046213094
967,20159,Rice County,KS,9,Nonmetro,2122,9427,59659,Data Not Collected,26.67,799,0.2250981224143418,0.0847565503341466
968,20161,Riley County,KS,2,Metro,8065,71959,56333,7,22.64,49538,0.1120777109187176,0.6884197946052614
969,20163,Rooks County,KS,10,Nonmetro,1291,4919,51376,1,40.87,99,0.262451717828827,0.020126041878430576
970,20165,Rush County,KS,10,Nonmetro,877,2956,50673,1,84.92,15,0.29668470906630584,0.005074424898511502
971,20167,Russell County,KS,9,Nonmetro,1814,6691,56536,1,37.47,1037,0.27111044686892843,0.1549843072784337
972,20169,Saline County,KS,8,Nonmetro,11674,54303,56928,7,72.28,43395,0.2149789146087693,0.7991271200486161
973,20171,Scott County,KS,9,Nonmetro,1042,5151,68514,1,48.67,132,0.20229081731702583,0.0256260920209668
974,20173,Sedgwick County,KS,2,Metro,91168,523824,59789,61,55.66,410904,0.17404319007911054,0.7844314120773389
975,20175,Seward County,KS,8,Nonmetro,2481,21964,54330,4,31.6,13057,0.11295756692769987,0.5944727736295756
976,20177,Shawnee County,KS,2,Metro,39382,178909,56191,24,70.71,125686,0.220123079330833,0.7025135683503905
977,20179,Sheridan County,KS,12,Nonmetro,599,2447,58186,Data Not Collected,73.71,34,0.24478953821005311,0.013894564773191663
978,20181,Sherman County,KS,11,Nonmetro,1309,5927,52718,1,42.5,1099,0.2208537202632023,0.185422642146111
979,20183,Smith County,KS,12,Nonmetro,1167,3570,49114,1,70.24,0,0.326890756302521,0.0
980,20185,Stafford County,KS,10,Nonmetro,973,4072,55004,Data Not Collected,61.52,228,0.23894891944990176,0.055992141453831044
981,20187,Stanton County,KS,12,Nonmetro,346,2084,68439,1,86.87,0,0.16602687140115163,0.0
982,20189,Stevens County,KS,9,Nonmetro,851,5250,66592,1,47.75,1212,0.1620952380952381,0.23085714285714284
983,20191,Sumner County,KS,2,Metro,5092,22382,56609,2,11.19,1543,0.22750424448217318,0.06893932624430346
984,20193,Thomas County,KS,11,Nonmetro,1564,7930,65158,3,31.58,800,0.19722572509457756,0.1008827238335435
985,20195,Trego County,KS,10,Nonmetro,799,2808,60246,Data Not Collected,89.03,184,0.28454415954415957,0.06552706552706553
986,20197,Wabaunsee County,KS,2,Metro,1580,6877,64886,Data Not Collected,No Counts,20,0.22975134506325431,0.0029082448742184094
987,20199,Wallace County,KS,12,Nonmetro,343,1512,57386,Data Not Collected,No Counts,6,0.22685185185185186,0.003968253968253968
988,20201,Washington County,KS,12,Nonmetro,1463,5530,51751,Data Not Collected,90.48,90,0.2645569620253165,0.0162748643761302
989,20203,Wichita County,KS,12,Nonmetro,449,2152,61326,Data Not Collected,116.6,0,0.20864312267657992,0.0
990,20205,Wilson County,KS,10,Nonmetro,2339,8624,50472,1,46.64,555,0.2712198515769944,0.06435528756957329
991,20207,Woodson County,KS,12,Nonmetro,820,3115,45357,Data Not Collected,No Counts,120,0.26324237560192615,0.038523274478330656
992,20209,Wyandotte County,KS,1,Metro,24619,169245,52223,16,81.48,140026,0.14546367691807735,0.8273567904517121
993,21001,Adair County,KY,9,Nonmetro,4446,18903,42429,5,No Counts,3919,0.23520076178384383,0.2073215891657409
994,21003,Allen County,KY,2,Metro,4541,20588,49980,2,12.14,4370,0.22056537789003303,0.2122595686807849
995,21005,Anderson County,KY,3,Nonmetro,4791,23852,65443,4,No Counts,4459,0.20086365923193022,0.18694449102800603
996,21007,Ballard County,KY,8,Nonmetro,2090,7728,48623,3,No Counts,2014,0.27044513457556935,0.26061076604554867
997,21009,Barren County,KY,5,Nonmetro,10252,44485,45298,4,40.5,17406,0.23045970551871417,0.3912779588625379
998,21011,Bath County,KY,5,Nonmetro,2910,12750,41778,2,No Counts,4459,0.22823529411764706,0.34972549019607846
999,21013,Bell County,KY,8,Nonmetro,6798,24097,30202,3,90.22,19259,0.2821098061999419,0.799228119682948
1000,21015,Boone County,KY,1,Metro,21598,135968,82393,11,19.87,80988,0.1588461991056719,0.5956401506236761
1001,21017,Bourbon County,KY,2,Metro,4618,20252,52368,4,28.59,6142,0.2280268615445388,0.30327868852459017
1002,21019,Boyd County,KY,2,Metro,11915,48261,54694,5,94.45,19053,0.24688672012598165,0.39479082488966244
1003,21021,Boyle County,KY,8,Nonmetro,7053,30614,53374,5,64.17,7839,0.23038479127196707,0.2560593192656954
1004,21023,Bracken County,KY,1,Metro,2032,8400,55112,Data Not Collected,No Counts,187,0.2419047619047619,0.02226190476190476
1005,21025,Breathitt County,KY,12,Nonmetro,3490,13718,33852,3,40.21,1835,0.254410263886864,0.1337658550809156
1006,21027,Breckinridge County,KY,7,Nonmetro,4979,20432,50292,2,12.24,3049,0.2436863743148003,0.14922670321064996
1007,21029,Bullitt County,KY,1,Metro,16293,82217,71835,4,No Counts,19827,0.19817069462519918,0.24115450575914957
1008,21031,Butler County,KY,2,Metro,2940,12371,44933,1,No Counts,13,0.23765257456955785,0.0010508447174844395
1009,21033,Caldwell County,KY,9,Nonmetro,3329,12649,47670,3,19.79,2207,0.26318286030516247,0.1744801960629299
1010,21035,Calloway County,KY,8,Nonmetro,8074,37103,47438,3,40.92,9174,0.2176104358138156,0.2472576341535725
1011,21037,Campbell County,KY,1,Metro,17387,93076,64151,8,22.67,70116,0.18680433194378787,0.7533198676350509
1012,21039,Carlisle County,KY,10,Nonmetro,1259,4826,46935,2,No Counts,659,0.26087857438872775,0.13655200994612515
1013,21041,Carroll County,KY,4,Nonmetro,2334,10810,52640,2,23.08,2683,0.21591119333950046,0.24819611470860314
1014,21043,Carter County,KY,6,Nonmetro,6824,26627,44720,5,No Counts,2972,0.25628121831223943,0.11161602884290382
1015,21045,Casey County,KY,10,Nonmetro,3969,15941,35069,Data Not Collected,15.11,173,0.2489806160215796,0.010852518662568221
1016,21047,Christian County,KY,2,Metro,11575,72748,46950,10,108.12,37115,0.15911090339253312,0.5101858470335954
1017,21049,Clark County,KY,2,Metro,8221,36972,58340,6,14.59,12442,0.22235745969923185,0.3365249377907606
1018,21051,Clay County,KY,10,Nonmetro,4851,20345,26866,4,24.15,19723,0.23843696239862375,0.969427377734087
1019,21053,Clinton County,KY,12,Nonmetro,2482,9253,37428,3,45.57,3250,0.26823732843402137,0.3512374365070788
1020,21055,Crittenden County,KY,9,Nonmetro,2224,8990,46844,1,53.42,812,0.24738598442714127,0.09032258064516129
1021,21057,Cumberland County,KY,10,Nonmetro,1812,5888,38275,Data Not Collected,42.69,693,0.3077445652173913,0.11769701086956522
1022,21059,Daviess County,KY,2,Metro,22218,103312,54948,20,51.02,53905,0.2150573021527025,0.5217690103763357
1023,21061,Edmonson County,KY,2,Metro,2982,12126,44459,2,No Counts,3567,0.2459178624443345,0.2941613062840178
1024,21063,Elliott County,KY,12,Nonmetro,1424,7354,35030,Data Not Collected,No Counts,1465,0.1936361163992385,0.1992113135708458
1025,21065,Estill County,KY,6,Nonmetro,3676,14163,39719,1,17.69,7087,0.25954953046670903,0.5003883358045612
1026,21067,Fayette County,KY,2,Metro,50480,322570,60215,44,67.77,306864,0.15649316427442106,0.9513097932231763
1027,21069,Fleming County,KY,9,Nonmetro,3510,15082,44691,2,16.57,2405,0.23272775493966316,0.1594616098660655
1028,21071,Floyd County,KY,11,Nonmetro,10334,35942,35087,8,62.65,5758,0.28751878025708083,0.1602025485504424
1029,21073,Franklin County,KY,3,Nonmetro,14252,51541,59911,9,33.55,21817,0.27651772375390465,0.42329407656040824
1030,21075,Fulton County,KY,8,Nonmetro,1778,6515,36421,4,No Counts,705,0.2729086722947045,0.10821181887950883
1031,21077,Gallatin County,KY,1,Metro,1629,8690,55650,1,No Counts,151,0.18745684695051784,0.017376294591484466
1032,21079,Garrard County,KY,6,Nonmetro,4019,16953,54951,1,No Counts,196,0.237067185748835,0.011561375567746121
1033,21081,Grant County,KY,1,Metro,4985,24941,56274,4,10,4444,0.19987169720540476,0.1781805059941462
1034,21083,Graves County,KY,8,Nonmetro,8723,36649,44475,5,29.31,5312,0.23801467980026741,0.14494256323501323
1035,21085,Grayson County,KY,6,Nonmetro,6350,26420,42297,5,28.4,7188,0.24034822104466314,0.2720666161998486
1036,21087,Green County,KY,7,Nonmetro,2850,11107,41322,1,31.5,0,0.2565949401278473,0.0
1037,21089,Greenup County,KY,2,Metro,9540,35962,55777,5,No Counts,12799,0.265280017796563,0.35590345364551473
1038,21091,Hancock County,KY,2,Metro,2003,9095,57111,Data Not Collected,No Counts,325,0.22023089609675647,0.035733919736118745
1039,21093,Hardin County,KY,2,Metro,20670,110702,56557,15,42,42104,0.18671749381221658,0.3803363986197178
1040,21095,Harlan County,KY,10,Nonmetro,7414,26831,30745,3,56.2,10642,0.27632216466028103,0.39663076292348404
1041,21097,Harrison County,KY,4,Nonmetro,4258,18692,55934,4,32.61,912,0.22779798844425422,0.04879092659961481
1042,21099,Hart County,KY,7,Nonmetro,4224,19288,41608,1,12.97,2749,0.21899626710908338,0.14252384902530071
1043,21101,Henderson County,KY,2,Metro,10283,44793,54701,5,43.01,22706,0.22956711986247852,0.5069095617618824
1044,21103,Henry County,KY,1,Metro,3589,15678,53170,2,No Counts,462,0.228919505038908,0.029468044393417527
1045,21105,Hickman County,KY,10,Nonmetro,1272,4521,46553,1,No Counts,439,0.28135368281353684,0.09710241097102411
1046,21107,Hopkins County,KY,8,Nonmetro,10844,45423,47631,7,98.09,12629,0.23873368117473526,0.2780309534817163
1047,21109,Jackson County,KY,10,Nonmetro,3194,12955,35889,Data Not Collected,No Counts,9694,0.2465457352373601,0.7482825164029332
1048,21111,Jefferson County,KY,1,Metro,150080,782969,62067,88,39.56,615125,0.19168064125144163,0.78563135960683
1049,21113,Jessamine County,KY,2,Metro,9916,52991,67610,10,No Counts,28331,0.18712611575550564,0.5346379573889906
1050,21115,Johnson County,KY,11,Nonmetro,6083,22680,40455,1,31.81,3745,0.2682098765432099,0.16512345679012347
1051,21117,Kenton County,KY,1,Metro,29468,169064,66015,15,41.79,145878,0.17430085648038612,0.8628566696635593
1052,21119,Knott County,KY,12,Nonmetro,3940,14251,33253,Data Not Collected,No Counts,2826,0.2764718265384885,0.19830187355273315
1053,21121,Knox County,KY,8,Nonmetro,7832,30193,31568,4,8.3,6031,0.25939787367932965,0.19974828602656244
1054,21123,Larue County,KY,2,Metro,3424,14867,50980,2,No Counts,1414,0.23030873747225397,0.09510997511266564
1055,21125,Laurel County,KY,8,Nonmetro,14054,62613,50743,8,23.94,28332,0.22445817961126283,0.45249389104499066
1056,21127,Lawrence County,KY,7,Nonmetro,3983,16293,38213,2,55.26,4335,0.24446081139139508,0.2660651813662309
1057,21129,Lee County,KY,12,Nonmetro,1820,7395,30575,Data Not Collected,No Counts,5121,0.24611223799864773,0.6924949290060852
1058,21131,Leslie County,KY,10,Nonmetro,2867,10513,39098,1,23.91,10081,0.2727099781223247,0.9589080186435841
1059,21133,Letcher County,KY,10,Nonmetro,6066,21548,36259,4,42,6580,0.28151104510859476,0.3053647670317431
1060,21135,Lewis County,KY,7,Nonmetro,3168,13080,39288,Data Not Collected,No Counts,709,0.24220183486238533,0.05420489296636086
1061,21137,Lincoln County,KY,8,Nonmetro,6007,24275,43748,3,10.31,2476,0.2474562306900103,0.1019979402677652
1062,21139,Livingston County,KY,8,Nonmetro,2621,8888,52994,2,28.26,964,0.2948919891989199,0.10846084608460846
1063,21141,Logan County,KY,6,Nonmetro,6217,27432,51905,4,27.28,696,0.2266331291921843,0.02537182852143482
1064,21143,Lyon County,KY,9,Nonmetro,2374,8680,51970,2,No Counts,4609,0.27350230414746546,0.5309907834101383
1065,21145,McCracken County,KY,8,Nonmetro,16433,67875,50650,16,155.82,34565,0.24210681399631676,0.5092449355432781
1066,21147,McCreary County,KY,10,Nonmetro,3883,16888,31453,1,No Counts,17333,0.2299265750828991,1.0263500710563713
1067,21149,McLean County,KY,2,Metro,2385,9152,48088,1,No Counts,0,0.2605987762237762,0.0
1068,21151,Madison County,KY,5,Nonmetro,17035,92701,55336,8,13.99,28955,0.18376285045468765,0.31234830260730734
1069,21153,Magoffin County,KY,12,Nonmetro,3256,11637,32389,1,No Counts,592,0.27979719859070207,0.05087221792558219
1070,21155,Marion County,KY,9,Nonmetro,4191,19581,57062,4,38.3,1097,0.214034012563199,0.05602369644042694
1071,21157,Marshall County,KY,9,Nonmetro,8631,31659,56286,6,7.9,11030,0.2726238984175116,0.34840013898101646
1072,21159,Martin County,KY,12,Nonmetro,2791,11287,30320,1,No Counts,236,0.24727562682732346,0.02090901036590768
1073,21161,Mason County,KY,3,Nonmetro,4024,17120,49216,3,58.53,3916,0.2350467289719626,0.22873831775700934
1074,21163,Meade County,KY,2,Metro,5492,30003,56845,3,No Counts,2780,0.18304836183048362,0.09265740092657401
1075,21165,Menifee County,KY,8,Nonmetro,1747,6113,40773,Data Not Collected,No Counts,5783,0.2857843939146082,0.9460166857516767
1076,21167,Mercer County,KY,6,Nonmetro,5352,22641,53743,4,11.05,2631,0.23638531866967008,0.11620511461507883
1077,21169,Metcalfe County,KY,8,Nonmetro,2567,10286,39993,1,No Counts,449,0.2495625121524402,0.04365156523429905
1078,21171,Monroe County,KY,7,Nonmetro,2710,11338,38449,4,43.36,408,0.23901922737696243,0.035985182571882164
1079,21173,Montgomery County,KY,5,Nonmetro,6052,28114,51234,5,14.95,3279,0.21526641530909868,0.11663228284840294
1080,21175,Morgan County,KY,11,Nonmetro,3042,13726,38274,Data Not Collected,18.22,2249,0.22162319685268833,0.16384962844237214
1081,21177,Muhlenberg County,KY,6,Nonmetro,7703,30928,45599,6,29.15,9083,0.24906233833419555,0.2936821003621314
1082,21179,Nelson County,KY,3,Nonmetro,10043,46738,68264,5,8.56,10841,0.2148786854379734,0.23195258676023792
1083,21181,Nicholas County,KY,7,Nonmetro,1743,7537,48290,1,No Counts,1016,0.23125912166644552,0.1348016452169298
1084,21183,Ohio County,KY,6,Nonmetro,5706,23772,48621,3,10.54,4808,0.24003028773346793,0.2022547534915026
1085,21185,Oldham County,KY,1,Metro,10368,67607,105897,5,13.31,16672,0.15335690091262738,0.24660168325765083
1086,21187,Owen County,KY,4,Nonmetro,2390,11278,45177,1,No Counts,1078,0.21191700656144707,0.09558432346160667
1087,21189,Owsley County,KY,12,Nonmetro,1157,4051,25997,2,No Counts,2360,0.28560849173043695,0.5825722043939768
1088,21191,Pendleton County,KY,1,Metro,3152,14644,60824,1,No Counts,430,0.21524173723026496,0.02936356186834198
1089,21193,Perry County,KY,11,Nonmetro,6934,28473,35555,4,126.15,7026,0.24352895725775295,0.2467600885048994
1090,21195,Pike County,KY,11,Nonmetro,16662,58669,38917,12,77.56,10991,0.2840000681791065,0.18733913992057133
1091,21197,Powell County,KY,6,Nonmetro,3154,13129,40215,1,No Counts,7413,0.2402315484804631,0.5646279229187295
1092,21199,Pulaski County,KY,8,Nonmetro,17038,65034,44717,9,43.53,35407,0.2619860380723929,0.5444382938155427
1093,21201,Robertson County,KY,4,Nonmetro,571,2193,49529,Data Not Collected,No Counts,101,0.2603739170086639,0.04605563155494756
1094,21203,Rockcastle County,KY,8,Nonmetro,4091,16037,42205,1,16.2,6387,0.2550975868304546,0.3982665086986344
1095,21205,Rowan County,KY,9,Nonmetro,4866,24662,46535,5,60.25,20477,0.19730759873489578,0.8303057335171519
1096,21207,Russell County,KY,10,Nonmetro,4624,17991,41088,3,13.91,7647,0.2570173975876827,0.4250458562614641
1097,21209,Scott County,KY,2,Metro,8687,57155,70526,4,13.05,26185,0.15199020208205757,0.4581401452191409
1098,21211,Shelby County,KY,1,Metro,9034,48065,75600,5,14.53,11864,0.18795381254551127,0.24683241443878082
1099,21213,Simpson County,KY,4,Nonmetro,4113,19594,56107,2,12.74,1550,0.20991119730529753,0.07910584872920282
1100,21215,Spencer County,KY,1,Metro,3564,19490,83583,1,No Counts,2283,0.18286300667008723,0.11713699332991277
1101,21217,Taylor County,KY,8,Nonmetro,6170,26023,48384,4,34.59,9307,0.23709795181185875,0.3576451600507244
1102,21219,Todd County,KY,7,Nonmetro,2474,12243,50393,Data Not Collected,No Counts,145,0.20207465490484358,0.011843502409540145
1103,21221,Trigg County,KY,2,Metro,3926,14061,50258,1,17.77,4482,0.2792120048360714,0.3187540004267122
1104,21223,Trimble County,KY,1,Metro,1986,8474,64971,Data Not Collected,No Counts,503,0.23436393674769884,0.05935803634647156
1105,21225,Union County,KY,6,Nonmetro,3203,13668,53064,2,18.32,3142,0.23434299092771438,0.229880011706175
1106,21227,Warren County,KY,2,Metro,21246,134554,56552,22,56.4,71327,0.15789943071183316,0.5300994396301857
1107,21229,Washington County,KY,9,Nonmetro,2721,12027,51897,2,No Counts,228,0.2262409578448491,0.018957345971563982
1108,21231,Wayne County,KY,9,Nonmetro,5171,19555,36628,2,12.8,8444,0.26443364868320124,0.4318077218102787
