,FIPS,County_Name,State,UIC_2013,UIC_Group,MEDICARE_ENROLL,POPESTIMATE,MED_HOUSE_INCOME,PHARMA_COUNT,HOSP_BED_100,POP_1MILE_TO_PARK,MEDICARE_RATE,PARK_1MILE_RATE
1359,27091,Martin County,MN,11,Nonmetro,5370,20025,58578,4,28.54,7557,0.26816479400749066,0.37737827715355804
1360,27093,Meeker County,MN,4,Nonmetro,5363,23400,66861,1,14.94,5692,0.22918803418803418,0.24324786324786324
1361,27095,Mille Lacs County,MN,1,Metro,6087,26459,55547,2,10.6,6204,0.2300540458823085,0.23447598170754752
1362,27097,Morrison County,MN,4,Nonmetro,7926,34010,62618,4,14.42,8924,0.2330491032049397,0.2623934137018524
1363,27099,Mower County,MN,5,Nonmetro,8519,40029,61565,5,No Counts,23572,0.21282070498888306,0.5888730670264058
1364,27101,Murray County,MN,10,Nonmetro,2326,8179,63414,1,30.61,148,0.2843868443575009,0.018095121653013815
1365,27103,Nicollet County,MN,2,Metro,6197,34454,75827,1,21.17,24684,0.17986300574679281,0.7164335055436234
1366,27105,Nobles County,MN,8,Nonmetro,3915,22290,63011,4,21.64,9368,0.1756393001345895,0.4202781516375056
1367,27107,Norman County,MN,7,Nonmetro,1640,6441,50573,2,21.8,0,0.25461884800496815,0.0
1368,27109,Olmsted County,MN,2,Metro,27600,162847,82683,15,131.05,119729,0.16948423980791785,0.7352238604334129
1369,27111,Otter Tail County,MN,5,Nonmetro,16462,60081,67329,7,24.82,12267,0.27399677102578185,0.2041743646077795
1370,27113,Pennington County,MN,6,Nonmetro,2908,13992,64240,2,30.13,6521,0.20783304745568895,0.466052029731275
1371,27115,Pine County,MN,4,Nonmetro,7157,28876,58733,3,10.4,6173,0.24785288821166365,0.21377614628064828
1372,27117,Pipestone County,MN,6,Nonmetro,2183,9424,58662,2,46.78,3829,0.23164261460101868,0.4063030560271647
1373,27119,Polk County,MN,2,Metro,6772,31192,60068,3,29.63,12723,0.21710695050012824,0.40789304949987176
1374,27121,Pope County,MN,6,Nonmetro,3063,11308,64306,Data Not Collected,30.06,158,0.27087018040325433,0.013972408914043156
1375,27123,Ramsey County,MN,1,Metro,91838,552352,66123,37,34.91,545780,0.1662671629685418,0.9881017901627948
1376,27125,Red Lake County,MN,7,Nonmetro,908,3935,68683,Data Not Collected,No Counts,30,0.23074968233799237,0.007623888182973317
1377,27127,Redwood County,MN,9,Nonmetro,3513,15425,61316,2,16.24,2742,0.22774716369529985,0.17776337115072935
1378,27129,Renville County,MN,4,Nonmetro,3542,14723,56296,1,10.9,320,0.24057596957141886,0.021734700808259188
1379,27131,Rice County,MN,3,Nonmetro,11815,67097,74301,6,7.31,50041,0.17608834970266926,0.7458008554778902
1380,27133,Rock County,MN,6,Nonmetro,2174,9704,64588,Data Not Collected,28.85,3106,0.2240313272877164,0.3200741962077494
1381,27135,Roseau County,MN,11,Nonmetro,3232,15331,61775,1,16.35,1950,0.21081468919183355,0.1271932685408649
1382,27137,St. Louis County,MN,2,Metro,47418,200231,57972,18,56.06,141821,0.2368164769691007,0.7082869285974699
1383,27139,Scott County,MN,1,Metro,19161,150928,99924,13,9.39,120467,0.1269545743665854,0.7981752888794658
1384,27141,Sherburne County,MN,1,Metro,14227,97183,92673,6,5.54,53637,0.14639391663150964,0.5519175164380602
1385,27143,Sibley County,MN,1,Metro,3113,14836,61225,Data Not Collected,13.51,543,0.20982744675114587,0.0366001617686708
1386,27145,Stearns County,MN,2,Metro,28309,158292,66317,19,37.26,80845,0.17884037095999797,0.5107333282793824
1387,27147,Steele County,MN,8,Nonmetro,7767,37406,70532,5,11.51,20016,0.20764048548361225,0.535101320643747
1388,27149,Stevens County,MN,11,Nonmetro,1806,9671,68234,1,50.8,819,0.1867438734360459,0.08468617516285804
1389,27151,Swift County,MN,9,Nonmetro,2313,9838,59165,1,36.77,2880,0.23510876194348446,0.29274242732262656
1390,27153,Todd County,MN,6,Nonmetro,5738,25262,52842,1,28.12,1787,0.22713957723062306,0.07073865885519753
1391,27155,Traverse County,MN,12,Nonmetro,1008,3360,56085,Data Not Collected,74.72,202,0.3,0.06011904761904762
1392,27157,Wabasha County,MN,2,Metro,5427,21387,74348,1,11.67,18064,0.25375227942207884,0.8446252396315519
1393,27159,Wadena County,MN,9,Nonmetro,3660,14065,46968,3,34.73,2739,0.26022040526128687,0.19473871311766797
1394,27161,Waseca County,MN,4,Nonmetro,3986,18968,66523,2,18.47,8057,0.21014339940953183,0.4247680303669338
1395,27163,Washington County,MN,1,Metro,46525,267568,101409,25,6.82,232487,0.17388103211146325,0.8688894038151049
1396,27165,Watonwan County,MN,6,Nonmetro,2435,11253,60656,Data Not Collected,44.56,4042,0.21638674131342753,0.35919310406113925
1397,27167,Wilkin County,MN,5,Nonmetro,1428,6506,65769,1,38.57,2803,0.21948970181371041,0.43083307715954505
1398,27169,Winona County,MN,5,Nonmetro,10081,49671,65302,4,9.88,39688,0.20295544684020858,0.7990175353828189
1399,27171,Wright County,MN,1,Metro,21076,141337,85855,15,7.48,78692,0.1491187728620248,0.5567685744001925
1400,27173,Yellow Medicine County,MN,9,Nonmetro,2264,9528,62290,1,57.94,272,0.23761544920235098,0.028547439126784216
1401,28001,Adams County,MS,8,Nonmetro,7324,29538,36519,5,54.07,12965,0.2479517909133997,0.4389261290540998
1402,28003,Alcorn County,MS,8,Nonmetro,8707,34740,46368,6,57.67,4081,0.2506332757628094,0.11747265400115141
1403,28005,Amite County,MS,5,Nonmetro,3191,12720,42649,Data Not Collected,19.69,3008,0.25086477987421385,0.23647798742138365
1404,28007,Attala County,MS,6,Nonmetro,4246,17889,40985,1,14.02,4608,0.23735256302755883,0.2575884621834647
1405,28009,Benton County,MS,1,Metro,1942,7646,38972,Data Not Collected,No Counts,5741,0.253989013863458,0.7508501177086058
1406,28011,Bolivar County,MS,8,Nonmetro,7115,30985,36034,3,53.16,10311,0.22962723898660642,0.33277392286590285
1407,28013,Calhoun County,MS,10,Nonmetro,3561,13266,42107,2,18.88,0,0.26843057440072365,0.0
1408,28015,Carroll County,MS,8,Nonmetro,2681,9998,46814,Data Not Collected,No Counts,109,0.26815363072614523,0.010902180436087218
1409,28017,Chickasaw County,MS,9,Nonmetro,4159,17106,40471,1,49.22,5300,0.24313106512334853,0.3098328072021513
1410,28019,Choctaw County,MS,10,Nonmetro,2220,8246,43449,Data Not Collected,30.48,1794,0.2692214406985205,0.21756002910502062
1411,28021,Claiborne County,MS,5,Nonmetro,1842,9135,34551,Data Not Collected,35.19,109,0.20164203612479475,0.011932129173508483
1412,28023,Clarke County,MS,8,Nonmetro,4129,15615,38314,Data Not Collected,16.09,185,0.2644252321485751,0.011847582452769772
1413,28025,Clay County,MS,9,Nonmetro,4661,18636,36536,3,26.28,8108,0.25010731916720325,0.4350719038420262
1414,28027,Coahoma County,MS,8,Nonmetro,5002,21390,30047,1,85.25,8128,0.23384759233286584,0.37999064983637215
1415,28029,Copiah County,MS,2,Metro,6291,28368,41476,3,8.84,7961,0.22176395939086294,0.28063310772701633
1416,28031,Covington County,MS,6,Nonmetro,4202,18340,42221,2,19.11,0,0.2291166848418757,0.0
1417,28033,DeSoto County,MS,1,Metro,29633,185314,66532,29,27.65,71472,0.15990696871256355,0.38568052062984987
1418,28035,Forrest County,MS,2,Metro,13494,78158,42082,9,69.37,40989,0.1726502725248855,0.5244376775250135
1419,28037,Franklin County,MS,10,Nonmetro,1971,7675,41548,2,32.67,6083,0.25680781758957655,0.7925732899022802
1420,28039,George County,MS,6,Nonmetro,4917,24350,49995,2,19.72,7338,0.20193018480492814,0.3013552361396304
1421,28041,Greene County,MS,7,Nonmetro,2401,13530,46493,Data Not Collected,5.18,2192,0.17745750184774575,0.16201034737620104
1422,28043,Grenada County,MS,8,Nonmetro,5477,21629,42577,3,72.29,8841,0.25322483702436543,0.4087567617550511
1423,28045,Hancock County,MS,2,Metro,10934,46053,55710,4,22.14,17387,0.23742210062319502,0.3775432653681628
1424,28047,Harrison County,MS,2,Metro,40539,208621,47505,24,86.14,126460,0.19431888448430407,0.6061709990844641
1425,28049,Hinds County,MS,2,Metro,42880,227742,44671,22,116.35,150635,0.18828323278095388,0.6614282828815062
1426,28051,Holmes County,MS,6,Nonmetro,4047,17000,30003,Data Not Collected,14.78,1824,0.23805882352941177,0.10729411764705882
1427,28053,Humphreys County,MS,7,Nonmetro,1928,7785,30474,1,No Counts,3251,0.24765574823378292,0.4175979447655748
1428,28055,Issaquena County,MS,7,Nonmetro,258,1338,32675,Data Not Collected,No Counts,147,0.19282511210762332,0.10986547085201794
1429,28057,Itawamba County,MS,8,Nonmetro,5413,23863,48097,1,No Counts,2701,0.22683652516448058,0.11318778024556846
1430,28059,Jackson County,MS,2,Metro,28428,143252,55831,16,30.36,112335,0.19844749113450422,0.7841775332979645
1431,28061,Jasper County,MS,8,Nonmetro,4111,16367,42806,Data Not Collected,9.79,815,0.2511761471253131,0.049795319850919534
1432,28063,Jefferson County,MS,7,Nonmetro,1751,7260,32683,Data Not Collected,41.36,441,0.2411845730027548,0.06074380165289256
1433,28065,Jefferson Davis County,MS,7,Nonmetro,2974,11321,35567,Data Not Collected,31.09,0,0.2626976415510997,0.0
1434,28067,Jones County,MS,5,Nonmetro,14498,67246,49115,5,42.45,14119,0.2155964667043393,0.2099604437438658
1435,28069,Kemper County,MS,8,Nonmetro,2174,8988,37305,Data Not Collected,27.83,78,0.24187805963506898,0.008678237650200267
1436,28071,Lafayette County,MS,3,Nonmetro,8568,55813,55786,5,38.82,23989,0.15351262250730116,0.4298102592585957
1437,28073,Lamar County,MS,2,Metro,9846,64222,62527,8,40.55,2709,0.15331194917629473,0.04218180685746317
1438,28075,Lauderdale County,MS,8,Nonmetro,15285,72984,44821,9,135.89,27571,0.20942946399210785,0.3777677299134057
1439,28077,Lawrence County,MS,7,Nonmetro,2984,12016,36272,Data Not Collected,20.86,0,0.24833555259653795,0.0
1440,28079,Leake County,MS,6,Nonmetro,4504,21275,43614,4,11.77,1124,0.2117038777908343,0.052831962397179785
1441,28081,Lee County,MS,8,Nonmetro,17321,83343,57936,14,84.11,27773,0.2078278919645321,0.3332373444680417
1442,28083,Leflore County,MS,8,Nonmetro,5944,28339,34818,2,73.77,14987,0.20974628603691026,0.5288471717421221
1443,28085,Lincoln County,MS,5,Nonmetro,7498,34907,44695,2,28.44,9798,0.21479932391783882,0.2806886870828201
1444,28087,Lowndes County,MS,8,Nonmetro,11973,58879,47860,2,53.64,10354,0.20334924166510981,0.17585217140236756
1445,28089,Madison County,MS,2,Metro,19030,109145,67151,17,6.13,39432,0.17435521553896194,0.36128086490448486
1446,28091,Marion County,MS,6,Nonmetro,5765,24441,38727,2,20.08,4443,0.23587414590237715,0.1817847060267583
1447,28093,Marshall County,MS,1,Metro,7873,33752,46117,3,11.85,9393,0.2332602512443707,0.2782946195780991
1448,28095,Monroe County,MS,9,Nonmetro,8806,34180,49114,3,38.13,7246,0.2576360444704506,0.2119953188999415
1449,28097,Montgomery County,MS,9,Nonmetro,2770,9822,40300,Data Not Collected,25.53,843,0.2820199552026064,0.08582773365913256
1450,28099,Neshoba County,MS,9,Nonmetro,5844,29087,49215,2,23.45,4446,0.20091449788565338,0.15285178945920858
1451,28101,Newton County,MS,9,Nonmetro,4710,21291,49925,3,11.77,2488,0.22122023390164858,0.11685688788690057
1452,28103,Noxubee County,MS,9,Nonmetro,2474,10285,35880,Data Not Collected,24.44,2983,0.2405444822557122,0.290034030140982
1453,28105,Oktibbeha County,MS,8,Nonmetro,7131,51788,44234,5,18.57,18522,0.13769599134934735,0.3576504209469375
1454,28107,Panola County,MS,4,Nonmetro,7483,33208,41060,4,33.82,6472,0.22533726812816188,0.19489279691640568
1455,28109,Pearl River County,MS,3,Nonmetro,12957,56145,50611,5,14.96,14303,0.230777451242319,0.25475109092528275
1456,28111,Perry County,MS,2,Metro,2823,11511,47073,Data Not Collected,19.18,4298,0.24524367995830076,0.37338198245156806
1457,28113,Pike County,MS,5,Nonmetro,8930,40324,37054,7,47.5,13536,0.22145620474159308,0.33568098402936214
1458,28115,Pontotoc County,MS,8,Nonmetro,6569,31184,53272,2,8.01,6403,0.21065289892252437,0.20532965623396612
1459,28117,Prentiss County,MS,9,Nonmetro,5786,25008,44543,3,45.72,4521,0.2313659628918746,0.18078214971209214
1460,28119,Quitman County,MS,4,Nonmetro,1637,6176,31077,Data Not Collected,No Counts,1689,0.2650582901554404,0.27347797927461137
1461,28121,Rankin County,MS,2,Metro,28152,157031,68583,25,130.85,40299,0.17927670332609486,0.25663085632773147
1462,28123,Scott County,MS,6,Nonmetro,5588,27990,42069,3,12.52,19728,0.19964272954626652,0.704823151125402
1463,28125,Sharkey County,MS,7,Nonmetro,1092,3800,46163,Data Not Collected,76.98,943,0.2873684210526316,0.2481578947368421
1464,28127,Simpson County,MS,2,Metro,6113,25949,41988,4,38.23,2722,0.23557747890092104,0.10489806928976068
1465,28129,Smith County,MS,7,Nonmetro,3401,14209,48968,Data Not Collected,20.42,3936,0.23935533816595117,0.2770075304384545
1466,28131,Stone County,MS,6,Nonmetro,3821,18333,51493,1,13.64,10316,0.20842197130856924,0.5627011400207277
1467,28133,Sunflower County,MS,8,Nonmetro,5142,25971,35149,2,53.43,3270,0.19799006584267068,0.1259096684763775
1468,28135,Tallahatchie County,MS,9,Nonmetro,2727,12715,35150,Data Not Collected,14.21,2308,0.21447109712937476,0.1815178922532442
1469,28137,Tate County,MS,1,Metro,5967,28064,61751,2,No Counts,6103,0.21262115165336373,0.21746721778791334
1470,28139,Tippah County,MS,4,Nonmetro,5278,21815,45568,3,11.5,6295,0.24194361677744672,0.28856291542516616
1471,28141,Tishomingo County,MS,6,Nonmetro,5163,18850,48897,4,25.5,4577,0.27389920424403186,0.24281167108753315
1472,28143,Tunica County,MS,1,Metro,1828,9782,36850,1,No Counts,1108,0.18687384992844,0.11326927008791658
1473,28145,Union County,MS,4,Nonmetro,6186,27777,50116,3,55.08,7693,0.22270223566259856,0.2769557547611333
1474,28147,Walthall County,MS,10,Nonmetro,3412,13884,30992,Data Not Collected,18.03,0,0.24575050417747046,0.0
1475,28149,Warren County,MS,5,Nonmetro,9878,44722,48283,2,88.89,14221,0.22087563168015742,0.31798667322570545
1476,28151,Washington County,MS,8,Nonmetro,10404,44922,35344,6,59.62,26441,0.2316014425003339,0.5885980143359602
1477,28153,Wayne County,MS,9,Nonmetro,4329,19779,36193,2,40.45,5398,0.21886849689064158,0.2729157186915415
1478,28155,Webster County,MS,10,Nonmetro,2587,9926,51351,1,38.3,0,0.26062865202498486,0.0
1479,28157,Wilkinson County,MS,7,Nonmetro,1968,8587,35394,1,No Counts,1344,0.22918364970303948,0.15651566321183183
1480,28159,Winston County,MS,9,Nonmetro,4553,17714,44029,1,23.2,4511,0.25702833916676077,0.25465733318279327
1481,28161,Yalobusha County,MS,9,Nonmetro,3617,12481,42532,Data Not Collected,20.89,4178,0.2898004967550677,0.3347488182036696
1482,28163,Yazoo County,MS,2,Metro,4975,26743,37367,3,9.39,9444,0.18602998915604083,0.3531391392139999
1483,29001,Adair County,MO,8,Nonmetro,4772,25314,49175,4,36.84,13548,0.1885122856917121,0.5351979141976771
1484,29003,Andrew County,MO,2,Metro,3805,18135,69387,1,No Counts,2721,0.20981527433140337,0.1500413564929694
1485,29005,Atchison County,MO,10,Nonmetro,1470,5305,53603,Data Not Collected,33.92,463,0.2770970782280867,0.08727615457115928
1486,29007,Audrain County,MO,5,Nonmetro,5583,24962,48258,4,28.08,6832,0.22365996314397885,0.2736960179472799
1487,29009,Barry County,MO,6,Nonmetro,8628,34534,47853,7,12.45,13601,0.24984073666531534,0.39384374819018936
1488,29011,Barton County,MO,6,Nonmetro,2828,11637,46353,2,21.53,3277,0.24301795995531494,0.28160178740225145
1489,29013,Bates County,MO,1,Metro,3779,16042,52140,3,37.4,3865,0.23556913103104352,0.24093005859618502
1490,29015,Benton County,MO,10,Nonmetro,7024,19394,44141,2,No Counts,7376,0.36217386820666186,0.3803238114880891
1491,29017,Bollinger County,MO,2,Metro,2732,10567,48198,1,No Counts,2052,0.25854074003974636,0.19418945774581242
1492,29019,Boone County,MO,2,Metro,27972,183610,62673,16,64.38,140617,0.15234464353793367,0.7658460868144437
1493,29021,Buchanan County,MO,2,Metro,17601,84793,53133,11,59.21,64500,0.20757609708348568,0.760675999198047
1494,29023,Butler County,MO,8,Nonmetro,11050,42130,42099,8,60.23,22675,0.2622834084975077,0.5382150486589129
1495,29025,Caldwell County,MO,1,Metro,2078,8815,47870,Data Not Collected,No Counts,576,0.23573454339194555,0.06534316505955758
1496,29027,Callaway County,MO,2,Metro,9193,44283,61268,2,16.93,21770,0.20759659462999344,0.49161077614434434
1497,29029,Camden County,MO,9,Nonmetro,13299,42745,64357,8,30.39,14841,0.3111241080828167,0.3471985027488595
1498,29031,Cape Girardeau County,MO,2,Metro,16391,81710,57763,13,70.92,46099,0.2005996818014931,0.5641781911638722
1499,29033,Carroll County,MO,4,Nonmetro,2335,8495,51891,1,29.55,1387,0.27486756915832844,0.16327251324308417
1500,29035,Carter County,MO,10,Nonmetro,1559,5202,38854,1,No Counts,4120,0.29969242599000384,0.7920030757401
1501,29037,Cass County,MO,1,Metro,21245,107824,82068,10,9.8,58551,0.19703405549784833,0.5430238165899985
1502,29039,Cedar County,MO,6,Nonmetro,3970,14188,40130,2,28.88,3407,0.27981392726247534,0.24013250634338879
1503,29041,Chariton County,MO,10,Nonmetro,2014,7408,60521,1,No Counts,687,0.2718682505399568,0.09273758099352052
1504,29043,Christian County,MO,2,Metro,17025,88842,67585,8,No Counts,25945,0.1916323360572702,0.2920352986200221
1505,29045,Clark County,MO,8,Nonmetro,1570,6634,47750,Data Not Collected,No Counts,527,0.23665963219776906,0.0794392523364486
1506,29047,Clay County,MO,1,Metro,42207,253335,74950,22,30.28,205020,0.16660548285866542,0.8092841494463853
1507,29049,Clinton County,MO,1,Metro,4568,21184,66492,Data Not Collected,27.35,4376,0.2156344410876133,0.20657099697885195
1508,29051,Cole County,MO,2,Metro,15359,77279,63486,13,34.72,40990,0.1987473957996351,0.5304157662495633
1509,29053,Cooper County,MO,6,Nonmetro,3795,17103,51221,2,No Counts,8062,0.2218908963339765,0.47137929018300884
1510,29055,Crawford County,MO,4,Nonmetro,5951,23056,43785,4,15.2,7048,0.25811068702290074,0.3056904927133935
1511,29057,Dade County,MO,7,Nonmetro,2154,7569,46535,1,No Counts,2152,0.2845818470075307,0.2843176113092879
1512,29059,Dallas County,MO,2,Metro,4479,17071,43482,2,No Counts,1836,0.26237478765157285,0.10755081717532658
1513,29061,Daviess County,MO,4,Nonmetro,1837,8430,49830,1,No Counts,437,0.21791221826809015,0.051838671411625147
1514,29063,DeKalb County,MO,2,Metro,2174,11029,52868,1,No Counts,1050,0.19711669235651463,0.09520355426602593
1515,29065,Dent County,MO,9,Nonmetro,4073,14421,44057,2,38.15,8173,0.28243533735524584,0.566742944317315
1516,29067,Douglas County,MO,6,Nonmetro,2919,11578,46079,1,No Counts,2778,0.25211608222490933,0.23993781309379858
1517,29069,Dunklin County,MO,8,Nonmetro,7184,28283,42512,4,No Counts,11368,0.2540041721175264,0.4019375596648163
1518,29071,Franklin County,MO,1,Metro,23173,104682,62781,14,14.13,41494,0.22136565980779885,0.39638142182992303
1519,29073,Gasconade County,MO,4,Nonmetro,3891,14794,54487,2,16.28,2726,0.2630120319048263,0.18426389076652697
1520,29075,Gentry County,MO,7,Nonmetro,1490,6162,48338,1,57.24,265,0.24180460889321648,0.043005517689061995
1521,29077,Greene County,MO,2,Metro,59625,298915,46934,35,58.45,210804,0.1994714216416038,0.7052305839452687
1522,29079,Grundy County,MO,11,Nonmetro,2458,9808,45363,2,22.61,4405,0.2506117455138662,0.4491231647634584
1523,29081,Harrison County,MO,11,Nonmetro,2173,8157,43642,2,23.3,2427,0.2663969596665441,0.2975358587716072
1524,29083,Henry County,MO,4,Nonmetro,6197,21946,53544,4,50.12,13511,0.2823749202588171,0.6156474984051763
1525,29085,Hickory County,MO,7,Nonmetro,2779,8279,36049,Data Not Collected,No Counts,3331,0.3356685590047107,0.4023432781736925
1526,29087,Holt County,MO,7,Nonmetro,1216,4223,49531,Data Not Collected,No Counts,1164,0.2879469571394743,0.2756334359460099
1527,29089,Howard County,MO,6,Nonmetro,2154,10151,53190,1,No Counts,1888,0.21219584277411094,0.18599152792828294
1528,29091,Howell County,MO,8,Nonmetro,10583,39750,45808,7,34.97,16018,0.2662389937106918,0.40296855345911947
1529,29093,Iron County,MO,10,Nonmetro,2965,9537,41744,2,15.76,7724,0.310894411240432,0.809898290867149
1530,29095,Jackson County,MO,1,Metro,126047,717204,56398,59,43.44,655198,0.17574776493159547,0.9135448212781858
1531,29097,Jasper County,MO,2,Metro,23708,122761,51329,21,2.04,69939,0.19312322317348343,0.5697167667255888
1532,29099,Jefferson County,MO,1,Metro,44661,226739,67191,21,14.15,113052,0.19697096661800573,0.49859971156263366
1533,29101,Johnson County,MO,3,Nonmetro,8385,54013,58373,5,11.48,23068,0.15524040508766407,0.4270823690593005
1534,29103,Knox County,MO,10,Nonmetro,924,3744,41838,Data Not Collected,No Counts,40,0.2467948717948718,0.010683760683760684
1535,29105,Laclede County,MO,5,Nonmetro,8375,36039,46191,4,16.1,11199,0.232387136158051,0.3107466910846583
1536,29107,Lafayette County,MO,1,Metro,7373,32984,62043,4,9.7,6125,0.22353262187727382,0.18569609507640067
1537,29109,Lawrence County,MO,6,Nonmetro,8403,38001,48101,5,13.96,14534,0.22112575984842503,0.3824636193784374
1538,29111,Lewis County,MO,8,Nonmetro,2277,10032,42710,Data Not Collected,No Counts,1917,0.22697368421052633,0.19108851674641147
1539,29113,Lincoln County,MO,1,Metro,10589,59574,70054,4,4.18,15719,0.1777453251418404,0.2638567160170544
1540,29115,Linn County,MO,11,Nonmetro,3114,11874,47506,2,21.1,3217,0.26225366346639717,0.2709280781539498
1541,29117,Livingston County,MO,4,Nonmetro,3483,14557,51402,4,17.17,8458,0.2392663323486982,0.5810263103661468
1542,29119,McDonald County,MO,2,Metro,4336,23303,45446,1,No Counts,2165,0.18607046303051109,0.09290649272625842
1543,29121,Macon County,MO,9,Nonmetro,3912,15209,49013,1,16.47,3180,0.25721612203300676,0.20908672496548097
1544,29123,Madison County,MO,6,Nonmetro,3181,12626,45002,2,114.29,7224,0.25194044036115953,0.5721527007761762
1545,29125,Maries County,MO,7,Nonmetro,1979,8432,47698,1,No Counts,446,0.2347011385199241,0.05289373814041746
1546,29127,Marion County,MO,8,Nonmetro,6693,28525,54230,3,34.77,18855,0.23463628396143735,0.6609991235758107
1547,29129,Mercer County,MO,12,Nonmetro,810,3538,45934,1,No Counts,270,0.22894290559638214,0.07631430186546072
1548,29131,Miller County,MO,6,Nonmetro,5580,24722,51348,4,No Counts,7306,0.2257098940215193,0.2955262519213656
1549,29133,Mississippi County,MO,6,Nonmetro,2959,12577,39621,3,No Counts,5793,0.23527073228909914,0.4606026874453367
1550,29135,Moniteau County,MO,2,Metro,3019,15473,51138,1,No Counts,5158,0.19511406966974731,0.33335487623602406
1551,29137,Monroe County,MO,9,Nonmetro,2152,8666,48661,Data Not Collected,No Counts,2283,0.2483267943687976,0.26344334179552276
1552,29139,Montgomery County,MO,4,Nonmetro,2897,11322,56447,1,No Counts,1312,0.25587352057940294,0.11588058646882177
1553,29141,Morgan County,MO,7,Nonmetro,5684,21006,51582,3,No Counts,2117,0.2705893554222603,0.10078072931543369
1554,29143,New Madrid County,MO,9,Nonmetro,4173,16434,41553,2,No Counts,3209,0.25392479006936836,0.195265912133382
1555,29145,Newton County,MO,2,Metro,12708,58648,52798,5,112.43,16958,0.21668258082117037,0.2891488200791161
1556,29147,Nodaway County,MO,5,Nonmetro,4038,21241,55821,2,38.18,9691,0.19010404406572196,0.4562402900051787
1557,29149,Oregon County,MO,10,Nonmetro,2604,8635,37835,1,No Counts,3583,0.3015634047481181,0.4149392009264621
1558,29151,Osage County,MO,2,Metro,2791,13274,62679,2,No Counts,950,0.21026065993671839,0.07156847973481995
1559,29153,Ozark County,MO,10,Nonmetro,2967,8553,38606,Data Not Collected,No Counts,4242,0.3468958260259558,0.49596632760434933
1560,29155,Pemiscot County,MO,9,Nonmetro,3728,15661,34498,1,107.15,4686,0.23804354766617714,0.2992146095396207
1561,29157,Perry County,MO,6,Nonmetro,4363,18956,55605,2,13.19,8086,0.2301645916860097,0.42656678624182315
1562,29159,Pettis County,MO,3,Nonmetro,8716,42980,52261,4,23.05,23462,0.2027919962773383,0.545881805490926
1563,29161,Phelps County,MO,8,Nonmetro,8961,44638,50420,6,54.36,29391,0.20074824140866526,0.658430037188046
1564,29163,Pike County,MO,4,Nonmetro,3879,17587,51255,1,14.19,6152,0.2205606413828396,0.34980383237618695
1565,29165,Platte County,MO,1,Metro,17431,106718,86924,9,9.06,76828,0.16333701905957757,0.7199160404055548
1566,29167,Polk County,MO,2,Metro,7218,31519,50691,5,27.24,3672,0.22900472730733842,0.11650115803166344
1567,29169,Pulaski County,MO,8,Nonmetro,6511,53955,59126,4,8.52,21470,0.12067463627096654,0.3979241960893337
1568,29171,Putnam County,MO,10,Nonmetro,1301,4681,46546,Data Not Collected,32.08,41,0.2779320657979064,0.008758812219611195
1569,29173,Ralls County,MO,8,Nonmetro,2640,10355,57061,Data Not Collected,No Counts,1020,0.2549492998551424,0.09850313858039594
1570,29175,Randolph County,MO,5,Nonmetro,5383,24716,51924,5,40.19,10629,0.21779414144683606,0.43004531477585367
1571,29177,Ray County,MO,1,Metro,5068,23158,64014,2,14.72,4339,0.21884445979791,0.18736505743155712
1572,29179,Reynolds County,MO,12,Nonmetro,1621,6096,39089,1,No Counts,3634,0.26591207349081364,0.5961286089238845
1573,29181,Ripley County,MO,10,Nonmetro,3390,10679,37771,Data Not Collected,No Counts,5231,0.3174454536941661,0.4898398726472516
1574,29183,St. Charles County,MO,1,Metro,72046,405262,90567,48,21.51,315459,0.1777763520882787,0.7784075486968923
1575,29185,St. Clair County,MO,4,Nonmetro,2748,9284,41486,2,12.85,3146,0.2959931064196467,0.33886255924170616
1576,29186,Ste. Genevieve County,MO,4,Nonmetro,4311,18479,58618,2,25.44,4409,0.23329184479679638,0.2385951620758699
1577,29187,St. Francois County,MO,3,Nonmetro,15098,66922,48476,11,70.4,33647,0.2256059292908162,0.5027793550700815
1578,29189,St. Louis County,MO,1,Metro,207268,1004125,68964,109,51.86,923206,0.20641653180629901,0.9194134196439686
1579,29195,Saline County,MO,3,Nonmetro,4925,23333,52850,3,25.73,5758,0.21107444392062744,0.24677495392791327
1580,29197,Schuyler County,MO,8,Nonmetro,1000,4032,46191,1,No Counts,119,0.24801587301587302,0.029513888888888888
1581,29199,Scotland County,MO,10,Nonmetro,916,4716,47740,1,53.21,34,0.19423240033927056,0.00720949957591179
1582,29201,Scott County,MO,5,Nonmetro,9182,38059,52864,7,32.89,12035,0.24125699571717596,0.3162195538506004
1583,29203,Shannon County,MO,10,Nonmetro,1944,7031,37599,Data Not Collected,No Counts,6378,0.27648983074953776,0.9071255866875266
1584,29205,Shelby County,MO,10,Nonmetro,1557,6103,48430,Data Not Collected,No Counts,429,0.25512043257414385,0.07029329837784697
1585,29207,Stoddard County,MO,6,Nonmetro,7545,28672,47372,3,16.75,8369,0.26314871651785715,0.29188755580357145
1586,29209,Stone County,MO,5,Nonmetro,10587,31076,51797,4,No Counts,19852,0.3406809113141975,0.6388209550778736
1587,29211,Sullivan County,MO,10,Nonmetro,1433,5999,43387,Data Not Collected,41.83,309,0.23887314552425404,0.051508584764127355
1588,29213,Taney County,MO,5,Nonmetro,14528,56066,44670,8,28.03,34952,0.2591231762565548,0.6234081261370528
